id	pdf_page	starred_heading	contains_editorial_star	first_line
20.66	156	0	0	A Schmidt (p, q)-group is a finite non-nilpotent group all of whose proper
20.67	156	0	0	Suppose that G is a finite group, p is a prime, and B is a Brauer p-block of
20.68	156	0	0	The submonoid membership problem for a group G generated by an alphabet A
20.69	156	0	0	Is the submonoid membership problem decidable for every one-relator group
20.70	157	0	0	As a strengthening of the Burnside restriction, for every pair (k, n) of positive
20.71	157	0	1	(J. Lauri). A card of a finite simple undirected graph G of order n = |V (G)|
20.72	157	0	0	Is there a variety of groups Θ such that the group of automorphisms of the
20.73	157	0	0	Can every countable group G be factorized G = AB into infinite subsets A, B
20.74	157	0	1	a) Conjecture: there are only finitely many nonabelian finite simple groups G
20.75	157	0	0	Let G be a finite p-group and assume that all abelian normal subgroups of G
20.76	158	0	0	Let G be a finite p-group and assume that all abelian normal subgroups of G
20.77	158	0	0	(O. I. Tavgen’). A group is said to be boundedly generated if it is a product
20.78	158	0	0	For an irreducible complex character χ of a finite group G, the codegree of χ is
20.79	158	0	0	Conjecture: Suppose that G is a non-abelian simple group and H is a finite
20.80	158	0	0	Let G be a finite group, and χ an irreducible complex character of G. We call
20.81	158	0	0	Does there exist a class X of finite groups satisfying the following conditions:
20.82	159	0	0	Two groups are said to be isospectral if they have the same set of element
20.83	159	0	1	Let X be a class of finite groups that is closed with respect to taking sub-
20.84	159	0	0	Does there exist a nilpotent group of class 3 with a non-trivial 5-th dimension
20.85	159	0	0	Let F be a free group. An element ω ∈ F is said to be primitive if there is
20.86	159	0	0	Suppose G is a finite group and p a prime such that the number sp (G) = 1+kp
20.87	159	0	0	What are the non-abelian composition factors of finite groups in which the
20.88	160	1	1	Let u be an element of a free group F . Is it true that there is v ∈ F (that
20.89	160	0	0	An element g of a group G is said to be almost Engel if there is a fi-
20.90	160	0	0	A profinite group in which all centralizers of non-trivial elements are pronilpo-
20.91	160	0	0	A group G is said to be stable if for any first-order formula ϕ(x̄, ȳ) (in the
20.92	161	0	1	This question is about existence of an analogue of the Lazard correspondence
20.93	161	0	1	A group G is called a Shunkov group if for any finite subgroup H ⩽ G any
20.94	161	0	0	Does there exist an infinite periodic simple group saturated (see the definition
20.95	161	0	0	Is a periodic group a Frobenius group (see 6.53) if it is saturated with finite
20.96	161	1	1	Is a periodic group a Frobenius group if it has a proper non-trivial normal
20.97	162	0	0	Is a 2-group locally finite if the centralizer of every involution is locally finite?
20.98	162	1	1	Let G be a group of permutations of the set of positive integers N isomorphic
20.99	162	0	0	Conjecture: Let a1 G1 , . . . , ak Gk , k > 1, be finitely many pairwise disjoint left
20.100	162	0	0	Conjecture: Let n be a positive integer, and let G be a group containing no
20.101	162	1	1	Let G be a finitely generated branch group. Are all finite-index maximal
20.102	162	0	0	(Y. Barnea, A. Shalev). Let G be a finitely generated pro-p group. Must G
20.103	162	0	0	Let GΓ be a partially commutative soluble group of derived length n ⩾ 3
20.104	162	0	0	(Well-known questions). Suppose that a group G is finitely generated and
20.105	163	0	0	Is there a perfect locally nilpotent p-group, for some prime p, whose proper
20.106	163	0	0	Let G be a residually finite 2-group and let x ∈ G be a left 3-Engel element
20.107	163	0	0	Let G be a group of exponent 8 and x ∈ G a left 3-Engel element of order 2.
20.108	163	0	0	The holomorph Hol(G) of a group G can be defined as the normalizer of
20.109	163	1	1	A skew brace is a set B equipped with two operations + and · such that
20.110	163	0	0	Are there residually finite hereditarily just infinite groups that are
20.111	163	0	0	Are there residually finite hereditarily just infinite groups admitting a self-
20.112	164	0	1	Let F be a hereditary saturated formation and let w∗ F denote the class of
20.113	164	0	0	Let H(q, c) = ⟨a, b, c, d | [b, a] = [d, c], of exponent q, nilpotent of class c⟩.
20.114	164	0	0	Is there a positive integer c such that for any q the exponent of the Schur
20.115	164	0	0	Let χ be a complex irreducible character of a finite group G. If χ(x) ̸= 0 for
20.116	164	0	0	(Well-known problem). Does a profinite torsion group have finite exponent?
20.117	164	0	0	Let G be a pro-p group that is a 3-dimensional Poincaré duality group. Is
20.118	164	0	0	Let G be a pro-p group that is a 3-dimensional Poincaré duality group. Can
20.119	164	0	0	(G. Wilkes). A pro-p group is said to be accessible if there is a number
20.120	164	0	0	Let G be a locally nilpotent group with an automorphism (of infinite order).
20.121	165	1	1	Let G be a finite almost simple group such that Soc(G) is a non-soluble
20.122	165	0	0	For nilpotent subgroups A, B, C of a finite group G, let MinG (A, B, C)
20.123	165	0	1	A finite group is called a Dπ -group if any two of its maximal π-subgroups
20.124	165	0	0	A Rota–Baxter operator
20.125	165	1	1	Does there exist a non-abelian group G and a Rota–Baxter operator B :
20.126	166	0	0	A brace (G; +, ◦) is non-empty set G with two binary operations +, ◦ such
21.1	167	0	0	Let n be a positive integer. For a finite group K and an automorphism
21.2	167	0	0	Let S be a finite simple group, and let G be a finite group for which there exists
21.3	167	0	0	Let G = An or Sn and let H, K be soluble subgroups of G. For all sufficiently
21.4	167	0	0	Let G be a finite group with trivial solvable radical and let H1 , . . . , H5 be
21.5	167	0	1	Let p be a prime. Let G be a transitive subgroup of the group of finitary
21.6	168	0	0	Let p be a prime. A totally imprimitive p-group H of finitary permutations is
21.7	168	0	0	(Well-known problem). A finite group G is called an IYB-group if it is iso-
21.8	168	1	1	As in 17.57, let r(m) = {r + km | k ∈ Z} for integers 0 ⩽ r < m; for
21.9	168	0	0	Let F be a non-abelian free pro-p group of finite rank. Can one find a finite
21.10	168	1	1	We call a group presentation finite if it represents a finite group. We say
21.11	169	0	0	Can some or all groups of the following sorts be written as homomorphic
21.12	169	1	1	Suppose that U is a nonprincipal ultrafilter on ω, and B is a group such
21.13	169	0	0	It is known that the group Zω has a subgroup whose dual is free abelian
21.14	169	1	1	Suppose α is an endomorphism of a group G such that for every group H
21.15	169	1	1	Suppose B is a subgroup of the symmetric group S
21.16	170	0	0	Let the width of a group (respectively, a monoid) H with respect to a gen-
21.17	170	0	0	If X is a class of groups, let H(X) denote the class of homomorphic images of
21.18	170	1	1	Suppose that G is a finite group, and A , A , A are subsets of G such that
21.19	170	0	0	Suppose that S and M are groups of finite Morley rank, S is an infinite group,
21.20	170	0	0	Prove that a simple group of finite Morley rank without involutions cannot
21.21	170	0	0	Prove that a simple (that is, without proper non-trivial connected normal
21.22	171	0	0	Is the (standard, restricted) wreath product G ≀ H of two finitely generated
21.23	171	0	0	A graph is called a cograph if it has no induced subgraph isomorphic to a
21.24	171	1	1	For a finite group G, the power graph P(G) is the graph with vertex set G
21.25	171	0	0	(T. Breuer, R. M. Guralnick). Let G be a finite simple group and let p1 , p2 be
21.26	171	0	0	(F. Lisi, L. Sabatini). Let G be a non-trivial finite group and let p1 , . . . , pk be
21.27	171	0	0	(M. Larsen, A. Shalev, P. H. Tiep). A permutation on a set Ω is called a
21.28	172	0	0	Let G be a finite simple transitive permutation group, and let δ(G) be the
21.29	172	0	0	Let G ⩽ Sym(Ω) be a finite primitive permutation group with a regular
21.30	172	0	0	(Well-known question). A discrete group G is said to have the Haagerup
21.31	172	0	0	Conjecture: If N is a finite soluble group, then any regular subgroup in the
21.32	172	0	0	Is the following problem decidable, and if so, what is its complexity? Given
21.33	172	0	0	Does an analogue of Dunwoody’s theorem hold for totally disconnected lo-
21.34	172	0	0	(Well-known problem). A group G is a unique product group if, for any
21.35	172	0	0	Let G be a finite group, w a multilinear commutator group-word, and p a
21.36	173	0	0	Kropholler’s hierarchy (see 15.45) is closed under finite extensions, that is,
21.37	173	0	0	By definition, a constructible totally disconnected, locally compact (tdlc)
21.38	173	0	0	(S. Harper, C. Donoven). The spread of a group G is the greatest nonnegative
21.39	173	0	0	It is known that there exist residually finite, locally finite, characteristically
21.40	173	0	0	Let G be a subgroup of GL(n, Q) with finitely many orbits under automor-
21.41	173	0	0	A group is said to be self-similar if it admits a faithful state-closed representa-
21.42	173	0	0	Let Td,c denote the class of d-generated, torsion-free nilpotent groups having
21.43	174	1	1	Conjecture: Suppose that for a fixed positive integer k at least half of the
21.44	174	0	0	Let Wn = A5 ≀· · ·≀A5 be the n-times iterated permutational wreath product of
21.45	174	0	0	(Well-known problem). Does there exist a finitely presented (infinite) simple
21.46	174	0	0	(Well-known problem). Does there exist a finitely presented (infinite) simple
21.47	174	0	0	(Well-known problem). Does there exist a finitely presented group G such
21.48	174	0	0	A quasimorphism on a group G is a function f : G → R such that the quantity
21.49	174	0	0	An isometric action of a group G on a metric space S is called acylindrical if for
21.50	174	0	0	Does every finite 3-group T have a nontrivial characteristic subgroup C such
21.51	175	0	0	Let p be a prime, and P a finite p-group.
21.52	175	0	0	Let L be a finite non-abelian simple group, and let D be a conjugacy class
21.53	175	0	0	In the notation of 21.52, let Autt (Γ) be the set of permutations τT∈ SD such
21.54	175	0	0	Let G be a finite soluble group with triality, which means that G admits
21.55	175	0	0	Let q be a power of a prime p, and let mn (q) be the maximum p-length of
21.56	175	0	0	Let ℓ(X) denote the composition length of a finite group X. Let A be a finite
21.57	176	0	0	Let X be a non-empty class of finite groups of odd order closed under taking
21.58	176	1	1	We say that a product XY = {xy | x ∈ X, y ∈ Y } of two subsets X, Y
21.59	176	0	1	For a finite group G, let χ1 (G) denote the totality of the degrees of all irre-
21.60	176	0	0	Let G be a finite group, Z(p) the localization at p, and Fp the field of p elements.
21.61	176	0	0	For a fixed (finitely generated free)-by-cyclic group G = Fn ⋊ Z, is there
21.62	176	0	0	Is the uniform subgroup membership problem decidable for (finitely generated
21.63	177	0	0	(E. Zelmanov). Let F be a field of characteristic p > 0, and let Γ be the
21.64	177	0	0	Is it true that if a normal subgroup A of a Sylow p-subgroup of a p-soluble
21.65	177	0	0	Suppose that φ is an automorphism of a finite soluble group G. Must G
21.66	177	0	0	Suppose that A is a nilpotent group of automorphisms of a finite soluble group
21.67	177	0	0	Suppose that φ is an automorphism of a finite soluble group G, and let r
21.68	177	0	0	A finite group G is said to be semi-abelian if it has a sequence of subgroups
21.69	177	0	0	Is there an algorithm deciding if a given one-relator group is hyperbolic?
21.70	177	0	0	A group G is called an orientable Poincaré duality group of dimension n over
21.71	178	0	0	For a ring R, we say that a group G is of type FL(R) if the trivial RG-module
21.72	178	0	0	We say that a group is a Tarski monster if it is finitely generated, not cyclic,
21.73	178	0	0	Is the conjugacy problem in CT(Z) algorithmically decidable?
21.74	178	0	0	Is it algorithmically decidable whether a given element g ∈ CT(Z)
21.75	178	0	0	Given two distinct sets P1 and P2 of odd primes none of which is a subset of
21.76	178	0	0	Let σ = (σij ), 1 ⩽ i ̸= j ⩽ n, be an irreducible elementary net (carpet)
21.77	178	0	1	Let d be an integer that is not divisible√by n-th powers of primes, let xn − d
21.78	179	0	1	Let p be a prime and let G be a pro-p group. Suppose that all of the
21.79	179	0	1	Let G be a finitely generated group with a fixed finite generating set S and
21.80	179	0	0	Do there exist finitely generated left-orderable groups with only one nontrivial
21.81	179	0	0	(J. Wiegold). Let Γ be a finite simple group and let Nn (Γ) denote the set of
21.82	179	0	0	Conjecture: For n ⩾ 3, there are no finite simple characteristic quotients of
21.83	179	0	0	The function dn (σ, τ ) = (1/n)·|{x ∈ {1, . . . , n} | σ(x) ̸= τ (x)}| is a distance on
21.84	180	0	0	For σ ∈ Sn and τ ∈ Sm , where n ⩽ m, let
21.85	180	0	0	Is a flexibly permutation-stable group always permutation-stable?
21.86	180	0	0	(M. Gromov, B. Weiss). A group G is said to be sofic if for every finite set
21.87	180	1	1	Assume that a finite group G has a family of d-generator subgroups whose
21.88	180	1	1	Is there a finite non-abelian group G of odd order, with k(G) conjugacy
21.89	180	0	0	For n > 39, is it true that the number of conjugacy classes in the symmetric
21.90	180	0	0	Let Γ be a graph of diameter d. For i ∈ {1, 2, . . . , d}, let Γi be the graph on
21.91	180	0	0	(W. Willems). Conjecture: The sum of squares of the degrees of the irreducible
21.92	181	0	0	Conjecture: The number of irreducible p-Brauer characters of a finite group
21.93	181	0	0	(M. Herzog, J. Schönheim). Let G be a group and let k ⩾ 2. Let H1 , . . . , Hk
21.94	181	0	0	The Gruenberg–Kegel graph (or the prime graph) GK(G) of a finite group G
21.95	181	0	0	Is there an almost simple but not simple group which is recognizable by the
21.96	181	0	0	Is it true that a periodic group containing an involution is locally finite if the
21.97	181	1	1	(M. Tărnăuceanu). Is it true that for every positive rational number r there
21.98	181	0	0	Let w be a multilinear commutator word, and assume that G is a group where
21.99	182	0	0	Conjecture: If G is a transitive permutation group on a finite set Ω, then for
21.100	182	0	1	Suppose that A and G are finite groups such that A acts coprimely on G by
21.101	182	0	0	Which finite almost simple groups are the automorphism groups of regular
21.102	182	0	0	Let V be a variety generated by a finite group, and let f (n)p be the order
21.103	182	0	0	(V. V. Uspenskii). A Hausdorff topological group G is called minimal if it
21.104	182	0	0	For a group word w(x1 , . . . , xn ) on n letters, define e0 (x1 , . . . , xn ) = x1 and
21.105	182	0	0	(D. Segal). A group word w is said to be concise in a class C of groups if for
21.106	183	0	0	A first order formula φ(x) in the group language with one free variable is
21.107	183	0	0	A sequence {Fn } of pairwise disjoint finite subsets of a topological group is
21.108	183	0	0	For a finite group G let Cod(G) denote the set of irreducible character
21.109	183	0	0	Conjecture: The derived length of a finite solvable group G does not exceed
21.110	183	0	0	Let S be a nonabelian finite simple group, and x a nonidentity automor-
21.111	183	0	0	Let S be a finite simple nonabelian group that is not isomorphic to any group
21.112	184	0	0	A nonempty class X of finite groups is said to be complete if X is closed under
21.113	184	0	0	Let G be a finite group and p be a prime. Let Ψp,G be the class function
21.114	184	0	0	A finite group G is called weakly ab-maximal if |H : [H, H]| ⩽ |G : [G, G]|
21.115	184	0	0	Let C1 , . . . , Cn be (left or right) cosets of a finite group G such that U :=
21.116	184	0	0	A group is boundedly acyclic if its bounded cohomology with trivial real
21.117	185	1	1	(a) Does there exist a finitely generated simple group that is of exponential
21.118	185	0	0	(A. Thom). Is there any group which is not isomorphic to the quotient of a
21.119	185	0	0	Does there exist a group G that contains a family (Gn )n∈N of finite-index
21.120	185	0	0	A pro-p group is (relatively) strictly finitely presented if it is the pro-p
21.121	185	0	0	Let p be a prime number. A group Γ is called p-Jordan if there exist
21.122	185	0	0	Let w be a group word, and G a profinite group. Is it true that the cardinality
21.123	185	0	0	Is it true that the extension of the A. Agrachev–R. Gamkrelidze construction
21.124	186	0	0	A group G is said to be virtually special if G has a finite-index subgroup
21.125	186	0	0	(M. Bridson). Let Fm be a free group of rank m and let ϕ ∈ Aut(Fm ) be
21.126	186	0	0	(N. Brady). Do there exist finitely presented subgroups of right-angled
21.127	186	0	0	Let G be a right-angled Artin group. Is the stable commutator length scl(g)
21.128	186	0	0	Two groups G1 and G2 are said to be commensurable if there exist finite-
21.129	186	0	0	If two Artin groups of spherical type are quasi-isometric, must they be
21.130	186	0	0	Conjecture: Let G be a finite additive abelian group with |G| odd. Then any
21.131	186	0	0	Construct a homomorphism of a subgroup of a Golod group (see 9.76) onto
21.132	187	0	0	Based on the development of E. S. Golod’s construction (see, for example,
21.133	187	0	0	Does a group need to have a subnormal abelian series if every countable
21.134	187	1	1	For a finite group G, let the type of G be the function on positive integers
21.135	187	0	0	For a finite group G, let χ1 (G) denote the totality of the degrees of all
21.136	187	0	0	Let G be a profinite group with fewer than 2ℵ0 conjugacy classes of elements
21.137	187	1	1	If the p-th powers in a finite p-group form a subgroup, must that subgroup
21.138	187	0	0	Let G be an infinite finitely presented group such that every subgroup of
21.139	188	0	0	Let G be a hyperbolic group which is virtually compact special in the sense
21.140	188	0	0	Let G be a torsion-free group of type F∞ of infinite cohomological dimension.
21.141	188	0	0	Let G = G1 ⨿H G2 be a free pro-p product of coherent pro-p groups with
21.142	188	1	1	A group G is said to be invariably generated by a and b if G is generated
21.143	188	0	0	(Well-known problem). Is Thompson’s group F automatic?
21.144	188	0	0	(M. Brin, M. Sapir). Conjecture: Every subgroup of Thompson’s group F is
21.145	188	0	0	(M. Bridson). Is Thompson’s group F quasi-isometric
21.146	188	0	0	(Well-known problem). A classifying space for a group G is a connected CW -
21.147	189	1	1	(V. M. Kopytov, N. Ya. Medvedev). A subgroup H of a right-orderable
21.148	189	0	0	(V. M. Kopytov, N. Ya. Medvedev). Is it true that the lattice of right-
21.149	189	0	0	(V. M. Kopytov, N. Ya. Medvedev). Are there order automorphisms of Dlab
21.150	189	1	1	Let G be an extension of a normal elementary abelian subgroup A by
